text,category
"[...] I struggled margin problem ages well, I finally got hold shareware binary editor BEAV133, dug NOTEPAD.EXE (there SETUP facility force NOTEPAD default 0.0 margins- it's hardwired code!!!). Do SEARCH "".75"", change offending bytes "".00"", et viola. Who guys hardcode ""options"" anyway? I'm interested whether problem rears it's ugly head certain printers- I'm using old Epson LX-800 (or EX-800? never remember).",1
"Hi, I working gathering data way users use computers. This involves getting subjects type use mouse. I want able watch without room. It would ideal I could watch session another monitor without subjects knowledge. I believe spliting monitor cable work short distances, ie <5m. I need approx 10m away, cable travels. The PC's connected TCP\IP network run Windows 3.1. Is software allow watch happening another PC? Thanks Regards Jon Gough TRUST Project",1
"COM files limited total size 64KB. Thus, win.cfn plus vgalogo.log plus RLE file must less 64KB. Thus, RLE file around 30KB. Rob ------------------------------------------------------------------------------- ____ ___ ____ \ Any resemblance views ================== .clarku.edu \ want Clarkies think them.",1
": Thanks people recommended Workspace managers : Windows 3.1. I found 3 shareware Workspace Managers, Australia's : MS-WINDOWS archive (monu6.cc.monash.edu.au), mirrors : sites U.S. The three I found were: : : 1. WORKSPACES 1.10 (wspace.zip) [ review deleted ] : 2. WORKSHIFT 1.6 (wrksft16.zip) [ review deleted ] : 3. BIGDESK 2.30 BACKMENU (backdesk.zip) [ review deleted ] I really appreciate information. However, given I don't direct Internet access - means I don't Archie access - I must resort using FTPMAIL. This means I need site name directory workspace managers located. So, (or anyone else) post Email needed information? Thanks much!!! Chris --",1
"I EISA machine I understand EISA video cards match performance ISA counterparts. For instance, EISA Orchid Pro Designer IIs-E ""fast"" ISA Diamond SpeedStar Plus, isn't I would call ""fast."" I don't understand EISA video cards aren't, group, level performance Local Bus cards, given EISA video cards 32 bit bus move data around, instead ISA's 8 bits. Since not, would anyone (me included) pay higher cost EISA video card performance better often worse much cheaper ISA video board, Diamond SpeedStar 24X? From PC Magazine's (I think) recent report, I know ATI makes pretty fast EISA video card, it's around $500, double wallet allow spend. And, $500, I could get Diamond Viper still $100 left (of course, I'd get Local Bus mother- board too...) Can anyone shed light confusion/frustration?",1
Does anyone know phone number place get VGA passthrough? I want hook VGA card XGA card (whcih can). All I need cable connects them. It type cable would connect VGA card say Video Blaster something.,0
"AT MICRO$OFT display FOSE, computers running windows, win. apps blind, I think. Didn't pay much attention it, there. Mickey",1
"There new product (IBM'ers) there... called IMAGINE started shipping yesterday... I personally attest blow doors 3D-Studio. It made IMPUlSE, 3rd version....(1st) IBM.... morphing, standard key-framming animation, raytracer (reflections shadows), do/apply special FX objects... (like ripple, explode, bounce) things nature. Also algorithmic texture maps....and standard brushmapping also... animated brushmaps...(ie. live video mapped objs)... also animated backdrops (ie. live video backgrounds) also animted reflections maps.... get idea.... run 500$ retail (I think)... dont let low price fool you.... product comes 3D-animation Renderering...! also....does anyone know get Imagine mailing list?? please e-mail post here.... oh...the number IMPULSE --->1 800 328 0184",0
"I'm using ""rayshade"" u.w. computers here, i'd like input users, perhaps swap ideas. I could post uuencoded .gifs here, .ray code, anyone's interested. I'm trouble coming colors metallic (i.e. brass, steel) RGB values. If you're u.w. machines, check ""~fineman/rle.files/*.rle"" stein.u.washington.edu i've got.",0
"Has anyone got multiverse work I built 486 svr4, mips svr4s Sun SparcStation. There seems many bugs it. The 'dogfight' 'dactyl' simply nothing (After fixing bug variable defined twice two different modules - One needed setting static - else client core-dumped) Steve --",0
